category_code	name
40969	"Порушення правил землеустрою"
40970	"Знищення межових знаків, пошкодження або знищення геодезичних пунктів і мереж"
40971	"Порушення вимог щодо охорони надр"
40972	"Порушення правил і вимог проведення робіт по геологічному вивченню надр"
40973	"Порушення правил охорони водних ресурсів"
40974	"Порушення вимог щодо охорони територіальних і внутрішніх морських вод від забруднення і засмічення"
40975	"Порушення правил водокористування"
40976	"Пошкодження гідротехнічних споруд і пристроїв, порушення встановлених режимів роботи штучних водних об`єктів і водогосподарських систем"
40977	"Невиконання обов'язків по реєстрації в суднових документах операцій з шкідливими речовинами і сумішами"
40978	"Незаконне використання земель державного лісового фонду"
40979	"Порушення встановленого порядку використання лісосічного фонду, заготівлі і вивезення деревини, заготівлі живиці"
40980	"Незаконна порубка, пошкодження та знищення лісових культур і молодняка"
40981	"Знищення або пошкодження полезахисних лісових смуг та захисних лісових насаджень"
40982	"Знищення або пошкодження підросту в лісах"
40983	"Здійснення лісових користувань не у відповідності з метою або вимогами, передбаченими в лісорубному квитку (ордері) або лісовому квитку"
40984	"Порушення правил відновлення і поліпшення лісів, використання ресурсів спілої деревини, вимог з охорони пралісів, квазіпралісів та природних лісів"
40985	"Пошкодження сінокосів і пасовищних угідь на землях державного лісового фонду"
40986	"Самовільне сінокосіння і пасіння худоби, самовільне збирання дикорослих плодів, горіхів, грибів, ягід"
40987	"Введення в експлуатацію виробничих об'єктів без обладнання, що запобігає шкідливому впливу на ліси"
40988	"Пошкодження лісу стічними водами, хімічними речовинами, нафтою і нафтопродуктами, шкідливими викидами, відходами і покидьками"
40989	"Засмічення лісів відходами"
40990	"Знищення або пошкодження лісоосушувальних канав, дренажних систем і шляхів на землях державного лісового фонду"
40991	"Знищення або пошкодження відмежувальних знаків у лісах"
40992	"Знищення корисної для лісу фауни"
40993	"Порушення вимог пожежної безпеки в лісах"
40994	"Самовільне випалювання рослинності або її залишків"
40995	"Порушення порядку здійснення викиду забруднюючих речовин в атмосферу або впливу на неї фізичних та біологічних факторів"
40996	"Порушення порядку здійснення діяльності, спрямованої на штучні зміни стану атмосфери і атмосферних явищ"
40997	"Недодержання вимог щодо охорони атмосферного повітря при введенні в експлуатацію і експлуатації підприємств і споруд"
40998	"Випуск в експлуатацію транспортних та інших пересувних засобів з перевищенням нормативів вмісту забруднюючих речовин у відпрацьованих газах"
40999	"Експлуатація автомототранспортних та інших пересувних засобів з перевищенням нормативів вмісту забруднюючих речовин у відпрацьованих газах"
41000	"Порушення вимог щодо поводження з відходами під час їх збирання, перевезення, зберігання, оброблення, утилізації, знешкодження, видалення або захоронення"
41001	"Порушення правил ведення первинного обліку та здійснення контролю за операціями поводження з відходами або неподання чи подання звітності щодо утворення, використання, знешкодження та видалення відходів"
41002	"Виробництво продукції з відходів чи з їх використанням без відповідної нормативно-технічної та технологічної документації"
41003	"Приховування, перекручення або відмова від надання повної та достовірної інформації за запитами посадових осіб і зверненнями громадян та їх об'єднань щодо безпеки утворення відходів та поводження з ними"
41004	"Змішування чи захоронення відходів, для утилізації яких в Україні існує відповідна технологія, без спеціального дозволу"
41006	"Порушення встановлених правил і режиму експлуатації установок і виробництв з оброблення та утилізації відходів"
41007	"Порушення вимог законодавства у сфері хімічних джерел струму"
41008	"Порушення правил застосування, зберігання, транспортування, знешкодження, ліквідації та захоронення пестицидів і агрохімікатів, токсичних хімічних речовин та інших препаратів"
41009	"Порушення законодавства про захист рослин"
41010	"Порушення правил використання об'єктів тваринного світу"
41011	"Виготовлення, збут, зберігання чи реклама заборонених знарядь добування (збирання) об’єктів тваринного або рослинного світу"
41012	"Експлуатація на водних об'єктах водозабірних споруд, не забезпечених рибозахисним обладнанням"
41013	"Порушення вимог щодо охорони середовища перебування і шляхів міграції, переселення, акліматизації та схрещування диких тварин"
41014	"Незаконне вивезення з України і ввезення на її територію об'єктів тваринного і рослинного світу"
41015	"Порушення порядку придбання чи збуту об'єктів тваринного або рослинного світу, правил утримання диких тварин у неволі або в напіввільних умовах"
41016	"Порушення правил створення, поповнення, зберігання, використання або державного обліку зоологічних, ботанічних колекцій та торгівлі ними"
41017	"Жорстоке поводження з тваринами"
41018	"Порушення вимог охорони видів тварин і рослин, занесених до Червоної книги або які охороняються відповідно до міжнародних договорів або які внесені до переліків рідкісних видів або які мають особливу цінність, або перебувають під загрозою зникнення"
41019	"Невиконання правил і норм у процесі створення, виробництва, зберігання, транспортування, використання, знешкодження, ліквідації, захоронення мікроорганізмів, біологічно активних речовин та інших продуктів біотехнологій"
41020	"Порушення правил охорони та використання територій та об'єктів природно-заповідного фонду"
41021	"Невиконання вимог екологічної безпеки у процесі впровадження відкриттів, винаходів, корисних моделей, промислових зразків, раціоналізаторських пропозицій, нової техніки, технологій і систем, речовин і матеріалів"
41022	"Перевищення лімітів та нормативів використання природних ресурсів"
41023	"Приховування перевищення встановлених лімітів на обсяги утворення та розміщення відходів"
41024	"Відмова від надання чи несвоєчасне надання екологічної інформації"
41025	"Порушення вимог законодавства у сфері оцінки впливу на довкілля"
41026	"Порушення вимог законодавства про охорону культурної спадщини"
41027	"Порушення законодавства про Національний архівний фонд та архівні установи"
41028	"Адміністративні правопорушення в промисловості, будівництві та у сфері використання паливно-енергетичних ресурсів"
41029	"Порушення вимог законодавчих та інших нормативних актів з безпечного ведення робіт у галузях промисловості"
41030	"Порушення вимог законодавчих та інших нормативних актів про зберігання, використання та облік вибухових матеріалів у галузях промисловості"
41031	"Порушення правил і норм ядерної та радіаційної безпеки"
41032	"Порушення вимог нормативно-правових актів та нормативних документів з питань технічної експлуатації електричних станцій і мереж, енергетичного обладнання"
41033	"Порушення вимог законодавства, будівельних норм, стандартів і правил під час будівництва"
41034	"Порушення законодавства під час планування і забудови територій"
41035	"Порушення вимог законодавства у сфері енергетичної ефективності будівель"
41036	"Марнотратне витрачання паливно-енергетичних ресурсів"
41037	"Порушення Правил охорони електричних мереж"
41038	"Порушення, зв'язані з використанням газу"
41039	"Недотримання вимог щодо ефективного використання паливно-енергетичних ресурсів"
41040	"Порушення, пов'язані з неефективною експлуатацією паливо- і енерговикористовуючого устаткування"
41041	"Непідготовленість до роботи резервного паливного господарства"
41042	"Порушення правил користування енергією, водою чи газом"
41273	"Злісна непокора законному розпорядженню або вимозі працівника транспорту, який здійснює контроль за перевезенням пасажирів"
41274	Самоуправство
41275	"Незаконні дії щодо державних нагород"
41276	"Порушення порядку подання або використання даних державних статистичних спостережень"
41277	"Порушення законодавства про об'єднання громадян"
41278	"Порушення законодавства про друковані засоби масової інформації"
41279	"Недоставляння або порушення строку доставляння обов'язкового безоплатного примірника документів"
41280	"Порушення правил адміністративного нагляду"
41281	"Незаконна передача заборонених предметів особам, яких тримають у слідчих ізоляторах, установах виконання покарань"
41282	"Невиконання розпорядження державного або іншого органу про працевлаштування"
41283	"Невиконання законних вимог посадових осіб центрального органу виконавчої влади, що реалізує державну політику у сфері контролю якості та безпеки лікарських засобів"
41284	"Невиконання постанов, розпоряджень, приписів, висновків, а так само інших законних вимог посадових осіб органів державної санітарно-епідеміологічної служби"
41285	"Невиконання законних вимог посадових осіб спеціально уповноважених органів виконавчої влади у сфері захисту рослин"
41286	"Невиконання законних вимог державного виконавця, приватного виконавця"
41287	"Невиконання законних вимог посадових осіб центрального органу виконавчої влади, що реалізує державну політику у сфері енергозбереження"
41288	"Невиконання законних вимог посадових осіб органів морського і внутрішнього водного транспорту"
41289	"Невиконання законних вимог посадових осіб центрального органу виконавчої влади, що реалізує державну політику з питань цивільного захисту, нагляду та контролю за станом захисту територій від надзвичайних ситуацій природного та техногенного характеру"
41290	"Невиконання законних вимог посадових осіб центрального органу виконавчої влади, що реалізує державну політику у сфері державного експортного контролю"
41291	"Невиконання законних вимог (приписів) посадових осіб органів державного регулювання ядерної та радіаційної безпеки"
41292	"Невиконання законних вимог народного депутата України, Рахункової палати, члена Рахункової палати"
41293	"Ухилення від виконання законних вимог посадових осіб центрального органу виконавчої влади, що реалізує державну політику у сфері державного контролю за додержанням законодавства про захист прав споживачів"
41294	"Невиконання (ухилення від виконання) або несвоєчасне виконання приписів посадових осіб центрального органу виконавчої влади з державного енергетичного нагляду чи розпоряджень його органів"
41295	"Невиконання або несвоєчасне виконання законних вимог (приписів) посадових осіб центрального органу виконавчої влади, що реалізує державну політику у сфері безпечності та окремих показників якості харчових продуктів та у сфері ветеринарної медицини"
41296	"Перешкоджання уповноваженим особам податкових органів, Пенсійного фонду України, фондів загальнообов’язкового державного соціального страхування у проведенні перевірок"
41297	"Невиконання законних вимог (приписів) посадових осіб центрального органу виконавчої влади, що реалізує державну політику у сфері страхового фонду документації"
41298	"Невиконання законних вимог Головного державного фітосанітарного інспектора України, головних державних фітосанітарних інспекторів, державних фітосанітарних інспекторів"
41299	"Невиконання законних вимог інспекторів сільського господарства"
41300	"Невиконання законних вимог посадових осіб уповноважених підрозділів Національної поліції"
41301	"Невиконання законних вимог посадових осіб Національного банку України у сфері банківського законодавства, законодавства у сфері державного регулювання ринків небанківських фінансових послуг, законодавства, яке регулює переказ коштів в Україні"
41302	"Невиконання законних вимог посадових осіб центрального органу виконавчої влади, що реалізує державну політику з контролю за цінами"
13060	купівлі-продажу
41303	"Невиконання законних вимог Національної комісії з цінних паперів та фондового ринку або її уповноважених осіб"
41304	"Невиконання законних вимог посадових осіб органів Державної служби спеціального зв'язку та захисту інформації України"
41305	"Невиконання законних вимог Вищої ради правосуддя, її органу, члена Вищої ради правосуддя або дисциплінарного інспектора Вищої ради правосуддя"
41306	"Невиконання законних вимог посадових осіб органів охорони культурної спадщини"
41307	"Невиконання законних вимог посадових осіб суб'єктів державного фінансового моніторингу"
41308	"Невиконання законних вимог Вищої кваліфікаційної комісії суддів України, Кваліфікаційно-дисциплінарної комісії прокурорів або членів цих органів щодо надання інформації"
41309	"Невиконання законних вимог посадових осіб національної комісії, що здійснює державне регулювання у сферах енергетики та комунальних послуг"
41310	"Невиконання законних вимог посадових осіб органів ринкового нагляду та їх територіальних органів"
41311	"Невиконання приписів посадових осіб центрального органу виконавчої влади, що реалізує державну політику з питань дозвільної системи у сфері господарської діяльності"
41312	"Порушення законодавства у сфері захисту персональних даних"
41350	"Невиконання рішення про заборону в'їзду в Україну"
41351	"Незаконне сприяння іноземцям або особам без громадянства в ухиленні від виїзду з України"
41352	"Незаконне перетинання або спроба незаконного перетинання державного кордону України"
41353	"Порушення порядку в'їзду на тимчасово окуповану територію України та виїзду з неї"
41354	"Порушення порядку переміщення товарів до району або з району проведення антитерористичної операції"
41355	"Порушення порядку в'їзду до району проведення антитерористичної операції або виїзду з нього"
41356	"Невиконання обов’язків приймаючої сторони"
41357	"Порушення порядку надання іноземцям та особам без громадянства житла, транспортних засобів та сприяння в наданні інших послуг"
41358	"Незаконне перевезення іноземців та осіб без громадянства територією України"
41359	"Порушення призовниками, військовозобов’язаними, резервістами правил військового обліку"
41360	"Порушення законодавства про оборону, мобілізаційну підготовку та мобілізацію"
41361	"Зіпсуття військово-облікових документів чи втрата їх з необережності"
41362	"Неявка на виклик у військовий комісаріат"
41363	"Неподання у військові комісаріати списків юнаків, які підлягають приписці до призовних дільниць"
41364	"Прийняття на роботу військовозобов'язаних і призовників, які не перебувають на військовому обліку"
41365	"Незабезпечення сповіщення військовозобов'язаних і призовників про їх виклик у військові комісаріати, перешкода їх своєчасній явці на збірні пункти чи призовні дільниці"
41366	"Несвоєчасне подання документів, необхідних для ведення військового обліку військовозобов'язаних і призовників, несповіщення їх про виклик у військові комісаріати"
41367	"Неподання відомостей про військовозобов'язаних і призовників"
41368	"Порушення законодавства про державну таємницю"
41369	"Порушення права на інформацію та права на звернення"
41370	"Порушення законодавства в галузі державного експортного контролю"
41371	"Порушення порядку обліку, зберігання і використання документів та інших матеріальних носіїв інформації, що містять службову інформацію"
41372	"Здійснення незаконного доступу до інформації в інформаційних (автоматизованих) системах, незаконне виготовлення чи розповсюдження копій баз даних інформаційних (автоматизованих) систем"
41373	"Невиконання законних вимог посадових осіб центрального органу виконавчої влади, що реалізує державну політику у сфері метрологічного нагляду"
41374	"Повідомлення неправдивих відомостей державним органам реєстрації актів цивільного стану та несвоєчасна реєстрація народження дитини"
12585	"Ненадання аудитором інформації до Органу суспільного нагляду за аудиторською діяльністю"
41375	"Адміністративні правопорушення, що посягають на здійснення народного волевиявлення та встановлений порядок його забезпечення"
41376	"Порушення обмежень щодо ведення передвиборної агітації, агітації референдуму"
41377	"Ненадання можливості оприлюднити відповідь щодо інформації, поширеної стосовно суб'єкта виборчого процесу"
41378	"Порушення права на користування приміщеннями під час виборчої кампанії"
41379	"Виготовлення або розповсюдження друкованих матеріалів передвиборної агітації, які не містять відомостей про установу, що здійснила друк, їх тираж, інформацію про осіб, відповідальних за випуск"
41380	"Порушення порядку розміщення агітаційних матеріалів чи політичної реклами або розміщення їх у заборонених законом місцях"
41381	"Порушення порядку надання або отримання внеску на підтримку ПП, порушення порядку надання або отримання держ. фінансування статутної діяльності ПП, порушення порядку надання або отримання фінансової підтримки для здійснення передвиборної агітації"
41382	"Замовлення або виготовлення виборчих бюлетенів понад встановлену кількість"
41383	"Ненадання копії виборчого протоколу"
41384	"Невиконання рішення виборчої комісії, комісії з референдуму"
41385	"Відмова у звільненні члена виборчої комісії від виконання виробничих чи службових обов'язків або його безпідставне звільнення з роботи"
41386	"Порушення порядку опублікування документів, пов'язаних з підготовкою і проведенням виборів, референдуму"
41387	"Порушення порядку подання фінансового звіту про надходження і використання коштів виборчого фонду, звіту партії про майно, доходи, витрати і зобов'язання фінансового характеру"
41388	"Порушення порядку ведення Державного реєстру виборців,порядку подання відомостей про виборців до органів Державного реєстру виборців,виборчих комісій,порядку складання списків виборців,списків гр.України,які мають право брати участь у референдумі"
41389	"Порушення права громадянина на ознайомлення з відомостями Державного реєстру виборців, зі списком виборців, списком громадян, які мають право брати участь у референдумі"
41390	"Порушення порядку ведення передвиборної агітації, агітації під час підготовки і проведення референдуму з використанням засобів масової інформації та порядку участі в інформаційному забезпеченні виборів"
41391	"Справи про порушення митних правил, які підлягають розгляду в судовому порядку"
41392	"Митний кодекс 1991р."
41393	"Митний кодекс 1991р. ст. 109"
41394	"Митний кодекс 1991р. ст. 112"
41395	"Митний кодекс 1991р. ст. 113"
41396	"Митний кодекс 1991р. ст. 114"
41397	"Митний кодекс 1991р. ст. 115"
41398	"Митний кодекс 1991р. ст. 116"
41399	"Митний кодекс 1991р. ст. 117"
41400	"Митний кодекс 1991р. ст. 118"
41401	"Митний кодекс 2002 р."
41402	"Митний кодекс 2002 р. ст. 329"
41403	"Митний кодекс 2002 р. ст. 330"
41404	"Митний кодекс 2002 р. ст. 331"
41405	"Митний кодекс 2002 р. ст. 332"
41406	"Митний кодекс 2002 р. ст. 333"
41407	"Митний кодекс 2002 р. ст. 334"
41408	"Митний кодекс 2002 р. ст. 335"
41409	"Митний кодекс 2002 р. ст. 336"
41410	"Митний кодекс 2002 р. ст. 337"
41411	"Митний кодекс 2002 р. ст. 338"
41412	"Митний кодекс 2002 р. ст. 339"
41413	"Митний кодекс 2002 р. ст. 340"
41414	"Митний кодекс 2002 р. ст. 341"
41415	"Митний кодекс 2002 р. ст. 342"
41416	"Митний кодекс 2002 р. ст. 343"
41417	"Митний кодекс 2002 р. ст. 344"
41418	"Митний кодекс 2002 р. ст. 345"
41419	"Митний кодекс 2002 р. ст. 346"
41420	"Митний кодекс 2002 р. ст. 347"
41421	"Митний кодекс 2002 р. ст. 348"
41422	"Митний кодекс 2002 р. ст. 349"
41423	"Митний кодекс 2002 р. ст. 350"
41424	"Митний кодекс 2002 р. ст. 351"
41425	"Митний кодекс 2002 р. ст. 352"
41426	"Митний кодекс 2002 р. ст. 353"
41427	"Митний кодекс 2002 р. ст. 354"
41428	"Митний кодекс 2002 р. ст. 355"
41429	"Митний кодекс 2012 р."
41430	"Порушення режиму зони митного контролю"
41230	"Порушення правил несення бойового чергування"
41431	"Неправомірні операції з товарами, митне оформлення яких не закінчено, або з товарами, що перебувають на тимчасовому зберіганні під митним контролем"
41432	"Недоставлення товарів, транспортних засобів комерційного призначення та документів до органу доходів і зборів призначення, видача їх без дозволу органу доходів і зборів або втрата"
41433	"Порушення порядку проходження митного контролю в зонах (коридорах) спрощеного митного контролю"
41434	"Недекларування товарів, транспортних засобів комерційного призначення"
41435	"Пересилання через митний кордон України у міжнародних поштових та експрес-відправленнях товарів, заборонених до такого пересилання"
41436	"Перешкоджання посадовій особі органу доходів і зборів в доступі до товарів, транспортниз засобів, документів"
41437	"Неподання органу доходів і зборів звітності щодо товарів, які перебувають під митним контролем"
41438	"Переміщення товарів через митний кордон України з порушенням прав інтелектуальної власності"
41439	"Порушення встановленого законодавством порядку ввезення товарів на територію вільної митної зони, вивезення товарів за межі цієї території та/або встановленого законодавством порядку проведення операцій з товарами, поміщеними в режим вільної митної з"
41440	"Порушення порядку зберігання товарів на митних складах та здійснення операцій із цими товарами"
41441	"Порушення порядку або строків розпорядження товарами, розміщеними у магазині безмитної торгівлі"
41442	"Порушення порядку здійснення операцій з переробки товарів"
41443	"Перевищення строку тимчасового ввезення або тимчасового вивезення товарів"
41444	"Переміщення або дії, спрямовані на переміщення товарів, транспортних засобів комерційного призначення через митний кордон України поза митним контролем"
41445	"Переміщення або дії, спрямовані на переміщення товарів через митний кордон України з приховуванням від митного контролю"
41446	"Зберігання, перевезення чи придбання товарів, транспортних засобів комерційного призначення, ввезених на митну територію України поза митним контролем або приховуванням від митного контролю"
41447	"Дії, спрямовані на неправомірне звільнення від сплати митних платежів чи зменшення їх розміру, а також інші протиправні дії, спрямовані на ухилення від сплати митних платежів"
41448	"Справи про порушення митних правил, які підлягають розгляду в судовому порядку передбачені іншими законодавчими чи нормативними актами"
41449	"Справи в порядку виконання судових рішень у справах про адміністративні правопорушення"
41450	"Справи в порядку виконання судових рішень у справах про адміністративні правопорушення"
41451	"Окремі процесуальні питання"
41452	"Заява про забезпечення (скасування забезпечення) позову або доказів"
41453	"Заява про відвід судді"
41454	"Заява про виправлення помилки у судовому рішенні"
41455	"Заява про роз’яснення судового рішення"
41456	"Заява про ухвалення додаткового рішення"
41457	"Заява про перегляд судового рішення за нововиявленими обставинами"
41458	"Заява про перегляд судового рішення за виключними обставинами"
41459	"Заява про відновлення втраченого провадження"
41460	"Заява про відстрочку або розстрочку виконання судового рішення"
41461	"Заява про заміну сторони виконавчого провадження"
41462	"Інші скарги та заяви в процесі виконання судових рішень та рішень інших органів (посадових осіб)"
41463	"Виконання судових доручень іноземних судів"
41464	"Заява про скасування судового наказу"
41465	"Інші процесуальні питання"
12581	"Булінг (цькування) учасника освітнього процесу"
12582	"Порушення посадовими особами фітосанітарної лабораторії законодавства України про карантин рослин"
12583	"Порушення порядку надання інформації, необхідної для здійснення оцінки фіскальних ризиків, та невжиття заходів у сфері управління фіскальними ризиками"
12584	"Порушення порядку справляння та сплати туристичного збору"
13061	оренди
13063	лізингу
12586	"Порушення порядку оприлюднення фінансової звітності або консолідованої фінансової звітності"
12587	"Незаконне перетинання державного кордону України"
12588	"Переміщення через митний кордон поза митним контролем або з приховуванням від митного контролю лісоматеріалів або пиломатеріалів цінних та рідкісних порід дерев, а також інших лісоматеріалів, заборонених до вивозу за межі митної території"
12589	"Невиконання обмежувальних заходів, обмежувальних приписів або непроходження програми для кривдників"
12590	"Злісне ухилення особи від відбування адміністративного стягнення у виді суспільно корисних робіт"
12591	"Домашнє насильство"
12600	"Насильницьке зникнення"
12601	"Примушування до шлюбу"
12620	"Незаконне використання найменування та ознак належності до Національної поліції України, Бюро економічної безпеки України, Державного бюро розслідувань, Національного антикорупційного бюро України, Служби безпеки України"
12640	"Незаконне носіння військової форми одягу із знаками розрізнення військовослужбовців"
12661	"справи, що виникають з відносин публічної служби"
12680	"оскарження актів, дій чи бездіяльності Верховної Ради України, з них:"
12681	"справи, що виникають з відносин публічної служби"
12682	"Справи зі спорів з приводу реалізації державної політики у сфері освіти, науки, культури та спорту"
12700	"про відшкодування збитків, завданих юридичній особі діями (бездіяльністю) її посадової особи"
12701	"Справи про банкрутство, з них:"
12702	"банкрутство юридичної особи"
12703	"неплатоспроможність фізичної особи"
13722	"щодо надання дозволу на проведення перевірки"
12709	"неплатоспроможність фізичної особи-підприємця"
12711	"грошові вимоги кредитора до боржника"
12713	"майнові спори, стороною в яких є боржник, з них:"
12714	"спори з позовними вимогами до боржника та щодо його майна"
12715	"затвердження плану санації або плану реструктуризації боргів боржника"
41313	"Невиконання законних вимог центрального органу виконавчої влади, що реалізує державну політику у сфері охорони праці"
41314	"Невиконання законних вимог Уповноваженого Верховної Ради України з прав людини"
